customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
3777-QETDK,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,60.71,1604.89,0,No
3778-RJQOF,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.16,509.11,1,Yes
3779-WUPOH,Female,0,No,No,19,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,48.95,885.68,4,No
3780-IKBMD,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,62.04,2268.13,5,No
3781-IESVC,Female,0,Yes,No,38,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,69.02,2571.12,2,No
3782-UCFJE,Male,1,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,70.65,33.15,2,Yes
3783-YCVXG,Male,0,No,Yes,46,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),42.98,1971.75,2,No
3784-VRWHA,Female,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.25,528.76,1,No
3785-YDXZG,Female,0,No,Yes,26,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),59.19,1585.68,1,No
3786-NMJWR,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,45.62,466.63,0,No
3787-ADPPR,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.47,1471.66,1,Yes
3788-HJPWX,Female,0,Yes,No,39,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,42.29,1558.11,2,Yes
3789-KFALY,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,70.64,3407.38,2,No
3790-FMZQA,Male,0,No,No,15,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,43.33,586.96,0,No
3791-HVHXK,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,46.81,1720.12,0,No
3792-NXJOG,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),66.2,554.6,0,No
3793-GJDYR,Female,0,No,No,57,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),61.44,3518.32,1,No
3794-YJSNM,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),66.76,1963.33,2,No
3795-OPBDU,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.5,1156.65,2,No
3796-RQJUI,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.91,1463.72,2,Yes
3797-OLUZI,Female,1,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.54,561.22,2,No
3798-NMZFS,Male,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),23.47,321.27,7,No
3799-DTQSC,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.29,425.19,2,Yes
3800-NQMIA,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,313.2,1,No
3801-YQPRB,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,78.05,643.92,0,Yes
3802-NVWQC,Female,0,Yes,Yes,45,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,54.69,2406.16,1,Yes
3803-BHYBB,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.55,44.15,0,Yes
3804-ZITUY,Male,0,No,Yes,69,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),24.87,1667.22,1,No
3805-FZLYI,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,122.86,1,No
3806-GLZYE,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,82.36,5894.38,2,No
3807-PELXZ,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.15,4149.44,0,Yes
3808-TIWGS,Female,0,No,Yes,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),53.11,793.74,2,No
3809-TWKUL,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,38.85,2820.83,2,No
3810-CQGVJ,Male,0,No,Yes,65,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,74.2,4799.85,3,No
3811-WOBMD,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,71.21,54.72,1,No
3812-RXWAB,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,67.72,4886.13,2,Yes
3813-BDCQN,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.3,115.27,2,No
3814-BPKYM,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.12,290.8,3,Yes
3815-AYWBB,Female,0,Yes,Yes,28,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,37.84,1048.37,2,No
3816-UEDLZ,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.61,18.0,0,No
3817-ZCTJT,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,62.86,351.27,1,No
3818-RUUUJ,Male,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.02,2052.01,1,No
3819-AFKBG,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,79.99,5745.36,1,No
3820-TUUUR,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,892.93,1,No
3821-USDMR,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,49.75,1177.41,4,No
3822-TYXMS,Female,0,Yes,No,72,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.05,5823.66,4,No
3823-QAFST,Female,0,No,Yes,3,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),37.2,158.12,4,No
3824-AHQUV,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.95,4455.94,1,No
3825-ORGPG,Male,1,No,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.7,966.82,3,Yes
3826-QDLMD,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,56.65,3587.07,1,No
3827-UAAGI,Male,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.2,833.74,0,No
3828-APRVO,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.25,5160.21,3,No
3829-FBIDM,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.58,2091.85,0,No
3830-WVKMK,Female,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,85.52,5907.13,2,No
3831-SHGYP,Female,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,64.11,2053.96,2,Yes
3832-CQROQ,Female,1,No,No,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.31,4019.96,4,No
3833-KEPOJ,Male,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,69.11,3113.18,0,No
3834-NBPSH,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),73.46,287.15,1,No
3835-OJETP,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,57.24,1768.89,1,No
3836-UZVLW,Female,1,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.95,95.66,2,No
3837-MIQTL,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,78.33,5133.6,1,No
3838-YEXLA,Female,1,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.17,84.95,3,No
3839-TPLIM,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),24.66,1788.11,0,Yes
3840-QQDNS,Male,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),38.8,612.06,2,No
3841-GCALO,Male,0,Yes,Yes,5,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),40.52,213.1,2,No
3842-KJBZD,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.99,4969.64,2,No
3843-QQHWN,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,43.19,18.0,4,Yes
3844-XDFSX,Female,0,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,385.54,1,Yes
3845-DCTFW,Male,0,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.75,1030.61,1,No
3846-GNLPT,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,78.23,958.9,1,No
3847-HWBMH,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.43,923.85,1,No
3848-YUTPD,Male,1,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,68.34,2575.68,2,No
3849-PTFDP,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,69.52,5038.83,0,No
3850-WWUME,Female,0,No,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.79,246.28,1,Yes
3851-OZHGN,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.28,321.78,1,No
3852-GVGWZ,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.91,448.46,2,No
3853-RJRNJ,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.83,1274.15,1,No
3854-GZGGE,Female,0,Yes,No,16,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.16,1072.47,2,Yes
3855-ANRMY,Male,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,221.88,0,No
3856-HHJQF,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,68.75,1730.59,0,No
3857-OOYPH,Male,0,No,Yes,68,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,47.73,3209.01,4,No
3858-STOCF,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,72.67,348.27,2,Yes
3859-YHPOM,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,199.64,4,No
3860-ZTORM,Female,1,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,542.57,1,No
3861-XHNKF,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.02,127.47,2,No
3862-XYAYB,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.25,2443.4,0,No
3863-MAXXD,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),41.54,489.02,2,Yes
3864-XWBUZ,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,67.95,991.04,0,No
3865-TPCQE,Male,0,No,Yes,16,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,50.95,753.94,0,No
3866-ZHLYW,Male,0,No,Yes,13,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,69.36,861.78,3,No
3867-LAAOQ,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.64,3445.94,2,No
3868-BQTZI,Female,1,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.35,4967.6,1,No
3869-LDMDG,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),70.7,1762.17,2,No
3870-NIWAA,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.65,1369.72,2,No
3871-TDAVJ,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.33,243.09,1,No
3872-BUXOC,Male,0,Yes,Yes,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,37.05,1525.21,1,No
3873-YWIQU,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,51.76,1517.34,3,No
3874-MCDDK,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),43.26,18.0,0,No
3875-GZKXK,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,69.49,524.65,1,No
3876-JEMLJ,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),57.49,396.52,3,Yes
3877-GSSSL,Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),54.7,300.87,6,No
3878-TVOEX,Male,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,576.11,0,Yes
3879-NLUKE,Male,1,Yes,Yes,72,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,75.98,5398.02,4,No
3880-PZRLE,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.56,3080.11,0,No
3881-PLWBF,Male,0,No,No,20,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,71.83,1502.03,2,Yes
3882-WUYDM,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,185.8,1,Yes
3883-JQNXO,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),47.98,760.49,2,No
3884-HWXRC,Female,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,81.08,2371.08,2,No
3885-YQXXG,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,38.05,510.89,2,No
3886-MPEDZ,Female,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),50.47,362.14,1,Yes
3887-JMJNZ,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.24,619.13,2,No
3888-VLAUT,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,61.27,910.07,1,Yes
3889-TGIHM,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,41.78,18.0,0,Yes
3890-NLHUV,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.62,47.88,1,Yes
3891-RPKPN,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,117.89,3,Yes
3892-CUBCD,Female,0,Yes,No,22,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,57.13,1325.07,0,No
3893-VEJTB,Male,0,Yes,No,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),59.58,817.58,0,No
3894-LEEWA,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,18.0,1,Yes
3895-DUXLL,Male,1,Yes,No,8,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73.13,588.55,1,No
3896-PXQUJ,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.95,79.62,1,No
3897-QQRBY,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.12,3946.45,4,No
3898-DSKQL,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,73.29,779.35,0,Yes
3899-BFIET,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),18.0,77.08,0,No
3900-UIWHT,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),74.99,2513.49,1,No
3901-HVUWF,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,163.64,0,No
3902-CEIGD,Female,0,Yes,No,26,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.82,1464.59,2,No
3903-GEKOB,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.06,316.33,2,Yes
3904-MVPGH,Male,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.06,2832.7,1,No
3905-FXGRV,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),71.22,5058.57,4,No
3906-YVTGC,Female,0,No,Yes,34,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,37.94,1203.48,0,No
3907-EAOZC,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,61.97,2390.34,5,No
3908-HYIOJ,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.64,1426.49,2,No
3909-BTESM,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,74.73,5370.88,0,No
3910-KAVOZ,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.78,1299.73,0,No
3911-RPIAK,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.61,549.85,2,Yes
3912-IWKMZ,Male,1,Yes,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),37.95,87.74,0,No
3913-BNFHR,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),72.14,417.17,1,Yes
3914-PULKF,Male,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,515.14,3,No
3915-CNBKV,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,65.42,505.83,0,No
3916-CRAXA,Female,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.92,2610.25,3,Yes
3917-LOEFP,Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),74.08,1087.71,2,Yes
3918-LLCWB,Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,72.72,5032.55,0,No
3919-GBUGK,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),65.8,1701.28,0,Yes
3920-KNCNK,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,54.29,1640.86,2,No
3921-DQPCY,Male,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,449.54,2,No
3922-JUOHR,Female,1,Yes,No,69,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,49.85,3384.35,0,No
3923-CGJTI,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.47,141.5,1,No
3924-NWNKA,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.86,101.73,3,No
3925-DZFVZ,Male,0,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.44,1099.95,1,No
3926-VECBC,Female,0,Yes,Yes,46,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,77.27,3568.42,1,No
3927-ISSQR,Female,0,No,Yes,18,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),32.72,545.04,0,No
3928-KLCRX,Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.95,384.48,0,Yes
3929-FGAFR,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,63.0,645.56,3,Yes
3930-MVSGS,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.48,577.33,2,Yes
3931-ICWLT,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.96,2015.23,0,No
3932-XRHIM,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.34,540.06,1,No
3933-HVJQG,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.87,1512.89,2,Yes
3934-QWRXB,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.02,3320.2,3,No
3935-CSAUU,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.5,63.48,3,No
3936-JUNMI,Male,1,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.52,18.0,1,No
3937-FFSUJ,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.01,230.62,0,Yes
3938-WCRUS,Male,1,No,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),49.3,1799.46,2,No
3939-EYKJQ,Male,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,171.63,0,No
3940-DZURR,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),41.53,69.99,1,No
3941-ANHBS,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),79.18,856.23,1,No
3942-OBDAS,Male,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.58,161.94,1,Yes
3943-UJATV,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,86.6,538.47,1,Yes
3944-ODGGV,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50.19,638.04,3,No
3945-YRMJX,Male,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),77.02,298.91,1,Yes
