Date,Product,Quantity
2025-10-31,Monitor 27inch,99
2025-11-01,Mechanical Keyboard,183
2025-11-01,Monitor 27inch,94
2025-11-01,Laptop Pro X1,175
2025-11-01,USB-C Hub,149
2025-11-01,Wireless Mouse,202
2025-11-02,Mechanical Keyboard,183
2025-11-02,Wireless Mouse,243
2025-11-02,Laptop Pro X1,165
2025-11-02,Monitor 27inch,108
2025-11-02,USB-C Hub,151
2025-11-03,Mechanical Keyboard,152
2025-11-03,Wireless Mouse,204
2025-11-03,Laptop Pro X1,156
2025-11-03,USB-C Hub,130
2025-11-03,Monitor 27inch,66
2025-11-04,Monitor 27inch,82
2025-11-04,USB-C Hub,143
2025-11-04,Laptop Pro X1,158
2025-11-04,Mechanical Keyboard,149
2025-11-04,Wireless Mouse,194
2025-11-05,Wireless Mouse,207
2025-11-05,Mechanical Keyboard,160
2025-11-05,Monitor 27inch,72
2025-11-05,USB-C Hub,118
2025-11-05,Laptop Pro X1,146
2025-11-06,Laptop Pro X1,121
2025-11-06,Wireless Mouse,203
2025-11-06,USB-C Hub,121
2025-11-06,Monitor 27inch,75
2025-11-06,Mechanical Keyboard,177
2025-11-07,Mechanical Keyboard,165
2025-11-07,Laptop Pro X1,145
2025-11-07,Wireless Mouse,209
2025-11-07,USB-C Hub,131
2025-11-07,Monitor 27inch,80
2025-11-08,Laptop Pro X1,169
2025-11-08,Monitor 27inch,86
2025-11-08,Mechanical Keyboard,175
2025-11-08,USB-C Hub,142
2025-11-08,Wireless Mouse,220
2025-11-09,Monitor 27inch,106
2025-11-09,Mechanical Keyboard,168
2025-11-09,USB-C Hub,150
2025-11-09,Wireless Mouse,221
2025-11-09,Laptop Pro X1,171
2025-11-10,Laptop Pro X1,128
2025-11-10,Mechanical Keyboard,147
2025-11-10,Wireless Mouse,181
2025-11-10,USB-C Hub,126
2025-11-10,Monitor 27inch,60
2025-11-11,Monitor 27inch,75
2025-11-11,USB-C Hub,152
2025-11-11,Laptop Pro X1,139
2025-11-11,Wireless Mouse,208
2025-11-11,Mechanical Keyboard,158
2025-11-12,Monitor 27inch,58
2025-11-12,Wireless Mouse,198
2025-11-12,Laptop Pro X1,137
2025-11-12,Mechanical Keyboard,155
2025-11-12,USB-C Hub,135
2025-11-13,USB-C Hub,135
2025-11-13,Mechanical Keyboard,153
2025-11-13,Wireless Mouse,197
2025-11-13,Laptop Pro X1,148
2025-11-13,Monitor 27inch,73
2025-11-14,Monitor 27inch,73
2025-11-14,Mechanical Keyboard,155
2025-11-14,Laptop Pro X1,151
2025-11-14,USB-C Hub,140
2025-11-14,Wireless Mouse,191
2025-11-15,Laptop Pro X1,157
2025-11-15,Wireless Mouse,227
2025-11-15,USB-C Hub,163
2025-11-15,Monitor 27inch,101
2025-11-15,Mechanical Keyboard,170
2025-11-16,USB-C Hub,160
2025-11-16,Monitor 27inch,92
2025-11-16,Wireless Mouse,234
2025-11-16,Laptop Pro X1,169
2025-11-16,Mechanical Keyboard,162
2025-11-17,USB-C Hub,132
2025-11-17,Laptop Pro X1,140
2025-11-17,Wireless Mouse,188
2025-11-17,Mechanical Keyboard,168
2025-11-17,Monitor 27inch,74
2025-11-18,Laptop Pro X1,153
2025-11-18,USB-C Hub,141
2025-11-18,Mechanical Keyboard,173
2025-11-18,Monitor 27inch,72
2025-11-18,Wireless Mouse,189
2025-11-19,USB-C Hub,138
2025-11-19,Laptop Pro X1,152
2025-11-19,Wireless Mouse,199
2025-11-19,Mechanical Keyboard,147
2025-11-19,Monitor 27inch,62
2025-11-20,Laptop Pro X1,148
2025-11-20,USB-C Hub,142
2025-11-20,Wireless Mouse,206
2025-11-20,Mechanical Keyboard,148
2025-11-20,Monitor 27inch,92
2025-11-21,Wireless Mouse,201
2025-11-21,Laptop Pro X1,153
2025-11-21,Monitor 27inch,84
2025-11-21,Mechanical Keyboard,154
2025-11-21,USB-C Hub,150
2025-11-22,Wireless Mouse,216
2025-11-22,Monitor 27inch,93
2025-11-22,Laptop Pro X1,161
2025-11-22,Mechanical Keyboard,156
2025-11-22,USB-C Hub,151
2025-11-23,Monitor 27inch,112
2025-11-23,Laptop Pro X1,176
2025-11-23,Wireless Mouse,236
2025-11-23,Mechanical Keyboard,158
2025-11-23,USB-C Hub,150
2025-11-24,USB-C Hub,130
2025-11-24,Mechanical Keyboard,174
2025-11-24,Monitor 27inch,83
2025-11-24,Laptop Pro X1,144
2025-11-24,Wireless Mouse,200
2025-11-25,Monitor 27inch,83
2025-11-25,Wireless Mouse,214
2025-11-25,Mechanical Keyboard,157
2025-11-25,Laptop Pro X1,161
2025-11-25,USB-C Hub,146
2025-11-26,Laptop Pro X1,156
2025-11-26,Mechanical Keyboard,166
2025-11-26,Monitor 27inch,87
2025-11-26,USB-C Hub,150
2025-11-26,Wireless Mouse,211
2025-11-27,Monitor 27inch,86
2025-11-27,Mechanical Keyboard,194
2025-11-27,Wireless Mouse,197
2025-11-27,USB-C Hub,157
2025-11-27,Laptop Pro X1,149
2025-11-28,USB-C Hub,141
2025-11-28,Monitor 27inch,85
2025-11-28,Wireless Mouse,202
2025-11-28,Mechanical Keyboard,154
2025-11-28,Laptop Pro X1,159
2025-11-29,Monitor 27inch,113
2025-11-29,Mechanical Keyboard,197
2025-11-29,USB-C Hub,177
2025-11-29,Wireless Mouse,245
2025-11-29,Laptop Pro X1,168
2025-11-30,USB-C Hub,180
2025-11-30,Wireless Mouse,223
2025-11-30,Mechanical Keyboard,190
2025-11-30,Monitor 27inch,114
2025-11-30,Laptop Pro X1,181
2025-12-01,Wireless Mouse,197
2025-12-01,Monitor 27inch,80
2025-12-01,Mechanical Keyboard,161
2025-12-01,Laptop Pro X1,151
2025-12-01,USB-C Hub,137
2025-12-02,USB-C Hub,152
2025-12-02,Monitor 27inch,85
2025-12-02,Wireless Mouse,203
2025-12-02,Laptop Pro X1,151
2025-12-02,Mechanical Keyboard,160
2025-12-03,Mechanical Keyboard,141
2025-12-03,USB-C Hub,142
2025-12-03,Laptop Pro X1,163
2025-12-03,Monitor 27inch,77
2025-12-03,Wireless Mouse,197
2025-12-04,Monitor 27inch,75
2025-12-04,Mechanical Keyboard,162
2025-12-04,Laptop Pro X1,160
2025-12-04,USB-C Hub,135
2025-12-04,Wireless Mouse,205
2025-12-05,Wireless Mouse,214
2025-12-05,Laptop Pro X1,155
2025-12-05,Mechanical Keyboard,178
2025-12-05,Monitor 27inch,68
2025-12-05,USB-C Hub,132
2025-12-06,Wireless Mouse,210
2025-12-06,Mechanical Keyboard,181
2025-12-06,Laptop Pro X1,161
2025-12-06,USB-C Hub,166
2025-12-06,Monitor 27inch,105
2025-12-07,Monitor 27inch,106
2025-12-07,Mechanical Keyboard,182
2025-12-07,Wireless Mouse,213
2025-12-07,Laptop Pro X1,151
2025-12-07,USB-C Hub,165
2025-12-08,Laptop Pro X1,148
2025-12-08,Wireless Mouse,198
2025-12-08,Monitor 27inch,70
2025-12-08,USB-C Hub,124
2025-12-08,Mechanical Keyboard,158
2025-12-09,Monitor 27inch,79
2025-12-09,Wireless Mouse,207
2025-12-09,Laptop Pro X1,156
2025-12-09,Mechanical Keyboard,175
2025-12-09,USB-C Hub,133
2025-12-10,Wireless Mouse,197
2025-12-10,Mechanical Keyboard,149
2025-12-10,Laptop Pro X1,143
2025-12-10,Monitor 27inch,95
2025-12-10,USB-C Hub,137
2025-12-11,Laptop Pro X1,162
2025-12-11,Monitor 27inch,76
2025-12-11,Wireless Mouse,196
2025-12-11,Mechanical Keyboard,154
2025-12-11,USB-C Hub,135
2025-12-12,Laptop Pro X1,137
2025-12-12,Mechanical Keyboard,157
2025-12-12,Monitor 27inch,74
2025-12-12,Wireless Mouse,208
2025-12-12,USB-C Hub,145
2025-12-13,Mechanical Keyboard,189
2025-12-13,Monitor 27inch,89
2025-12-13,Laptop Pro X1,167
2025-12-13,Wireless Mouse,225
2025-12-13,USB-C Hub,155
2025-12-14,Monitor 27inch,98
2025-12-14,Wireless Mouse,233
2025-12-14,Mechanical Keyboard,185
2025-12-14,Laptop Pro X1,189
2025-12-14,USB-C Hub,160
2025-12-15,Monitor 27inch,74
2025-12-15,Laptop Pro X1,155
2025-12-15,Wireless Mouse,209
2025-12-15,USB-C Hub,139
2025-12-15,Mechanical Keyboard,148
2025-12-16,USB-C Hub,129
2025-12-16,Monitor 27inch,67
2025-12-16,Mechanical Keyboard,154
2025-12-16,Laptop Pro X1,152
2025-12-16,Wireless Mouse,204
2025-12-17,Monitor 27inch,67
2025-12-17,Laptop Pro X1,155
2025-12-17,Wireless Mouse,208
2025-12-17,USB-C Hub,133
2025-12-17,Mechanical Keyboard,161
2025-12-18,Mechanical Keyboard,156
2025-12-18,Laptop Pro X1,150
2025-12-18,Wireless Mouse,206
2025-12-18,USB-C Hub,143
2025-12-18,Monitor 27inch,77
2025-12-19,Laptop Pro X1,161
2025-12-19,Monitor 27inch,63
2025-12-19,USB-C Hub,148
2025-12-19,Wireless Mouse,191
2025-12-19,Mechanical Keyboard,169
2025-12-20,Laptop Pro X1,154
2025-12-20,Mechanical Keyboard,181
2025-12-20,Monitor 27inch,101
2025-12-20,Wireless Mouse,236
2025-12-20,USB-C Hub,161
2025-12-21,Wireless Mouse,205
2025-12-21,Laptop Pro X1,176
2025-12-21,Monitor 27inch,90
2025-12-21,USB-C Hub,157
2025-12-21,Mechanical Keyboard,173
2025-12-22,Monitor 27inch,85
2025-12-22,USB-C Hub,144
2025-12-22,Laptop Pro X1,152
2025-12-22,Wireless Mouse,188
2025-12-22,Mechanical Keyboard,172
2025-12-23,Monitor 27inch,93
2025-12-23,Mechanical Keyboard,171
2025-12-23,Laptop Pro X1,149
2025-12-23,Wireless Mouse,201
2025-12-23,USB-C Hub,138
2025-12-24,Monitor 27inch,77
2025-12-24,Laptop Pro X1,137
2025-12-24,Mechanical Keyboard,169
2025-12-24,Wireless Mouse,185
2025-12-24,USB-C Hub,128
2025-12-25,Wireless Mouse,216
2025-12-25,Mechanical Keyboard,154
2025-12-25,Monitor 27inch,86
2025-12-25,Laptop Pro X1,146
2025-12-25,USB-C Hub,138
2025-12-26,Laptop Pro X1,166
2025-12-26,Wireless Mouse,211
2025-12-26,Mechanical Keyboard,189
2025-12-26,Monitor 27inch,81
2025-12-26,USB-C Hub,150
2025-12-27,Monitor 27inch,108
2025-12-27,Laptop Pro X1,182
2025-12-27,Mechanical Keyboard,186
2025-12-27,Wireless Mouse,225
2025-12-27,USB-C Hub,169
2025-12-28,USB-C Hub,171
2025-12-28,Laptop Pro X1,184
2025-12-28,Monitor 27inch,125
2025-12-28,Wireless Mouse,236
2025-12-28,Mechanical Keyboard,197
2025-12-29,Laptop Pro X1,158
2025-12-29,USB-C Hub,140
2025-12-29,Wireless Mouse,231
2025-12-29,Monitor 27inch,113
2025-12-29,Mechanical Keyboard,174
2025-12-30,Monitor 27inch,96
2025-12-30,Wireless Mouse,199
2025-12-30,Laptop Pro X1,174
2025-12-30,Mechanical Keyboard,167
2025-12-30,USB-C Hub,158
2025-12-31,USB-C Hub,162
2025-12-31,Wireless Mouse,231
2025-12-31,Laptop Pro X1,157
2025-12-31,Mechanical Keyboard,170
2025-12-31,Monitor 27inch,82
